id,累计确诊,累计确诊新增,目前感染人数,目前感染人数新增,日期,年月,日,省份
2023,1237,1,17,1,20200321,202003,21,浙江省
2024,1238,1,16,-1,20200322,202003,22,浙江省
2025,1240,2,18,2,20200323,202003,23,浙江省
2026,1241,1,19,1,20200324,202003,24,浙江省
2027,1243,2,20,1,20200325,202003,25,浙江省
2028,1247,4,24,4,20200326,202003,26,浙江省
2029,1251,4,25,1,20200327,202003,27,浙江省
2030,1254,3,28,3,20200328,202003,28,浙江省
2031,1255,1,29,1,20200329,202003,29,浙江省
2032,1257,2,30,1,20200330,202003,30,浙江省
2033,1257,0,30,0,20200331,202003,31,浙江省
2034,1258,1,29,-1,20200401,202004,1,浙江省
2035,1260,2,31,2,20200402,202004,2,浙江省
2036,1262,2,32,1,20200403,202004,3,浙江省
2037,1263,1,32,0,20200404,202004,4,浙江省
2038,1264,1,33,1,20200405,202004,5,浙江省
2039,1265,1,34,1,20200406,202004,6,浙江省
2040,1266,1,33,-1,20200407,202004,7,浙江省
2041,1267,1,31,-2,20200408,202004,8,浙江省
2042,1267,0,31,0,20200409,202004,9,浙江省
2043,1267,0,30,-1,20200410,202004,10,浙江省
2044,1267,0,28,-2,20200411,202004,11,浙江省
2045,1267,0,27,-1,20200412,202004,12,浙江省
2046,1267,0,24,-3,20200413,202004,13,浙江省
2047,1268,1,23,-1,20200414,202004,14,浙江省
2048,1268,0,23,0,20200415,202004,15,浙江省
2049,1268,0,21,-2,20200416,202004,16,浙江省
2050,1268,0,21,0,20200417,202004,17,浙江省
2051,1268,0,20,-1,20200418,202004,18,浙江省
2052,1268,0,18,-2,20200419,202004,19,浙江省
2053,1268,0,16,-2,20200420,202004,20,浙江省
2054,1268,0,15,-1,20200421,202004,21,浙江省
2055,1268,0,13,-2,20200422,202004,22,浙江省
2056,1268,0,11,-2,20200423,202004,23,浙江省
2057,1268,0,11,0,20200424,202004,24,浙江省
2058,1268,0,10,-1,20200425,202004,25,浙江省
2059,1268,0,9,-1,20200426,202004,26,浙江省
2060,1268,0,6,-3,20200427,202004,27,浙江省
2061,1268,0,5,-1,20200428,202004,28,浙江省
2062,1268,0,4,-1,20200429,202004,29,浙江省
2063,1268,0,3,-1,20200430,202004,30,浙江省
2064,1268,0,2,-1,20200501,202005,1,浙江省
2065,1268,0,2,0,20200502,202005,2,浙江省
2066,1268,0,2,0,20200503,202005,3,浙江省
2067,1268,0,0,-2,20200504,202005,4,浙江省
2068,1268,0,0,0,20200505,202005,5,浙江省
2069,1268,0,0,0,20200506,202005,6,浙江省
2070,1268,0,0,0,20200507,202005,7,浙江省
2071,1268,0,0,0,20200508,202005,8,浙江省
2072,1268,0,0,0,20200509,202005,9,浙江省
2073,1268,0,0,0,20200510,202005,10,浙江省
2074,1268,0,0,0,20200511,202005,11,浙江省
2075,1268,0,0,0,20200512,202005,12,浙江省
2076,1268,0,0,0,20200513,202005,13,浙江省
2077,1268,0,0,0,20200514,202005,14,浙江省
2078,1268,0,0,0,20200515,202005,15,浙江省
2079,1268,0,0,0,20200516,202005,16,浙江省
2080,1268,0,0,0,20200517,202005,17,浙江省
2081,1268,0,0,0,20200518,202005,18,浙江省
2082,1268,0,0,0,20200519,202005,19,浙江省
2083,1268,0,0,0,20200520,202005,20,浙江省
2084,1268,0,0,0,20200521,202005,21,浙江省
2085,1268,0,0,0,20200522,202005,22,浙江省
2086,1268,0,0,0,20200523,202005,23,浙江省
2087,1268,0,0,0,20200524,202005,24,浙江省
2088,1268,0,0,0,20200525,202005,25,浙江省
2089,1268,0,0,0,20200526,202005,26,浙江省
2090,1268,0,0,0,20200527,202005,27,浙江省
2091,1268,0,0,0,20200528,202005,28,浙江省
2092,1268,0,0,0,20200529,202005,29,浙江省
2093,1268,0,0,0,20200530,202005,30,浙江省
2094,1268,0,0,0,20200531,202005,31,浙江省
2095,1268,0,0,0,20200601,202006,1,浙江省
2096,1268,0,0,0,20200602,202006,2,浙江省
2097,1268,0,0,0,20200603,202006,3,浙江省
2098,1268,0,0,0,20200604,202006,4,浙江省
2099,1268,0,0,0,20200605,202006,5,浙江省
2100,1268,0,0,0,20200606,202006,6,浙江省
2101,1268,0,0,0,20200607,202006,7,浙江省
2102,1268,0,0,0,20200608,202006,8,浙江省
2103,1268,0,0,0,20200609,202006,9,浙江省
2104,1268,0,0,0,20200610,202006,10,浙江省
2105,1268,0,0,0,20200611,202006,11,浙江省
2106,1268,0,0,0,20200612,202006,12,浙江省
2107,1268,0,0,0,20200613,202006,13,浙江省
2108,1268,0,0,0,20200614,202006,14,浙江省
2109,1268,0,0,0,20200615,202006,15,浙江省
2110,1269,1,1,1,20200616,202006,16,浙江省
2111,1269,0,1,0,20200617,202006,17,浙江省
2112,1269,0,1,0,20200618,202006,18,浙江省
2113,1269,0,1,0,20200619,202006,19,浙江省
2114,1269,0,1,0,20200620,202006,20,浙江省
2115,1269,0,1,0,20200621,202006,21,浙江省
2116,1269,0,1,0,20200622,202006,22,浙江省
2117,1269,0,1,0,20200623,202006,23,浙江省
2118,1269,0,1,0,20200624,202006,24,浙江省
2119,1269,0,1,0,20200625,202006,25,浙江省
2120,1269,0,1,0,20200626,202006,26,浙江省
2121,1269,0,1,0,20200627,202006,27,浙江省
2122,1269,0,1,0,20200628,202006,28,浙江省
2123,1269,0,1,0,20200629,202006,29,浙江省
2124,1269,0,1,0,20200630,202006,30,浙江省
2125,1269,0,1,0,20200701,202007,1,浙江省
2126,1269,0,1,0,20200702,202007,2,浙江省
2127,1,1,1,1,20200122,202001,22,江苏省
2128,9,8,9,8,20200123,202001,23,江苏省
2129,18,9,17,8,20200124,202001,24,江苏省
2130,31,13,30,13,20200125,202001,25,江苏省
2131,47,16,46,16,20200126,202001,26,江苏省
2132,70,23,69,23,20200127,202001,27,江苏省
2133,99,29,98,29,20200128,202001,28,江苏省
2134,129,30,128,30,20200129,202001,29,江苏省
2135,168,39,166,38,20200130,202001,30,江苏省
2136,202,34,197,31,20200131,202001,31,江苏省
2137,236,34,230,33,20200201,202002,1,江苏省
2138,271,35,264,34,20200202,202002,2,江苏省
2139,308,37,300,36,20200203,202002,3,江苏省
2140,341,33,328,28,20200204,202002,4,江苏省
2141,373,32,347,19,20200205,202002,5,江苏省
2142,408,35,370,23,20200206,202002,6,江苏省
2143,439,31,396,26,20200207,202002,7,江苏省
2144,468,29,417,21,20200208,202002,8,江苏省
2145,492,24,420,3,20200209,202002,9,江苏省
2146,515,23,431,11,20200210,202002,10,江苏省
2147,543,28,449,18,20200211,202002,11,江苏省
2148,570,27,439,-10,20200212,202002,12,江苏省
2149,593,23,456,17,20200213,202002,13,江苏省
2150,604,11,444,-12,20200214,202002,14,江苏省
2151,617,13,427,-17,20200215,202002,15,江苏省
2152,626,9,400,-27,20200216,202002,16,江苏省
2153,629,3,366,-34,20200217,202002,17,江苏省
2154,631,2,335,-31,20200218,202002,18,江苏省
2155,631,0,306,-29,20200219,202002,19,江苏省
2156,631,0,279,-27,20200220,202002,20,江苏省
2157,631,0,244,-35,20200221,202002,21,江苏省
2158,631,0,220,-24,20200222,202002,22,江苏省
2159,631,0,204,-16,20200223,202002,23,江苏省
2160,631,0,173,-31,20200224,202002,24,江苏省
2161,631,0,168,-5,20200225,202002,25,江苏省
2162,631,0,137,-31,20200226,202002,26,江苏省
2163,631,0,125,-12,20200227,202002,27,江苏省
2164,631,0,112,-13,20200228,202002,28,江苏省
2165,631,0,102,-10,20200229,202002,29,江苏省
2166,631,0,95,-7,20200301,202003,1,江苏省
2167,631,0,76,-19,20200302,202003,2,江苏省
2168,631,0,66,-10,20200303,202003,3,江苏省
2169,631,0,51,-15,20200304,202003,4,江苏省
2170,631,0,43,-8,20200305,202003,5,江苏省
2171,631,0,30,-13,20200306,202003,6,江苏省
2172,631,0,21,-9,20200307,202003,7,江苏省
2173,631,0,13,-8,20200308,202003,8,江苏省
2174,631,0,9,-4,20200309,202003,9,江苏省
2175,631,0,4,-5,20200310,202003,10,江苏省
2176,631,0,3,-1,20200311,202003,11,江苏省
2177,631,0,1,-2,20200312,202003,12,江苏省
2178,631,0,1,0,20200313,202003,13,江苏省
2179,631,0,0,-1,20200314,202003,14,江苏省
2180,631,0,0,0,20200315,202003,15,江苏省
2181,631,0,0,0,20200316,202003,16,江苏省
2182,631,0,0,0,20200317,202003,17,江苏省
2183,631,0,0,0,20200318,202003,18,江苏省
2184,631,0,0,0,20200319,202003,19,江苏省
2185,631,0,0,0,20200320,202003,20,江苏省
2186,633,2,2,2,20200321,202003,21,江苏省
2187,633,0,2,0,20200322,202003,22,江苏省
2188,636,3,5,3,20200323,202003,23,江苏省
2189,638,2,7,2,20200324,202003,24,江苏省
2190,640,2,9,2,20200325,202003,25,江苏省
2191,641,1,10,1,20200326,202003,26,江苏省
2192,641,0,10,0,20200327,202003,27,江苏省
2193,644,3,13,3,20200328,202003,28,江苏省
2194,645,1,14,1,20200329,202003,29,江苏省
2195,646,1,15,1,20200330,202003,30,江苏省
2196,646,0,15,0,20200331,202003,31,江苏省
2197,647,1,16,1,20200401,202004,1,江苏省
2198,651,4,19,3,20200402,202004,2,江苏省
2199,651,0,19,0,20200403,202004,3,江苏省
2200,651,0,18,-1,20200404,202004,4,江苏省
2201,651,0,18,0,20200405,202004,5,江苏省
2202,651,0,18,0,20200406,202004,6,江苏省
2203,651,0,18,0,20200407,202004,7,江苏省
2204,651,0,18,0,20200408,202004,8,江苏省
2205,651,0,17,-1,20200409,202004,9,江苏省
2206,652,1,16,-1,20200410,202004,10,江苏省
2207,653,1,15,-1,20200411,202004,11,江苏省
2208,653,0,15,0,20200412,202004,12,江苏省
2209,653,0,12,-3,20200413,202004,13,江苏省
2210,653,0,11,-1,20200414,202004,14,江苏省
2211,653,0,11,0,20200415,202004,15,江苏省
2212,653,0,10,-1,20200416,202004,16,江苏省
2213,653,0,10,0,20200417,202004,17,江苏省
2214,653,0,10,0,20200418,202004,18,江苏省
2215,653,0,10,0,20200419,202004,19,江苏省
2216,653,0,9,-1,20200420,202004,20,江苏省
2217,653,0,8,-1,20200421,202004,21,江苏省
2218,653,0,8,0,20200422,202004,22,江苏省
2219,653,0,7,-1,20200423,202004,23,江苏省
2220,653,0,7,0,20200424,202004,24,江苏省
2221,653,0,7,0,20200425,202004,25,江苏省
2222,653,0,7,0,20200426,202004,26,江苏省
2223,653,0,7,0,20200427,202004,27,江苏省
2224,653,0,6,-1,20200428,202004,28,江苏省
2225,653,0,5,-1,20200429,202004,29,江苏省
2226,653,0,3,-2,20200430,202004,30,江苏省
2227,653,0,3,0,20200501,202005,1,江苏省
2228,653,0,3,0,20200502,202005,2,江苏省
2229,653,0,3,0,20200503,202005,3,江苏省
2230,653,0,3,0,20200504,202005,4,江苏省
2231,653,0,3,0,20200505,202005,5,江苏省
2232,653,0,2,-1,20200506,202005,6,江苏省
2233,653,0,1,-1,20200507,202005,7,江苏省
2234,653,0,1,0,20200508,202005,8,江苏省
2235,653,0,1,0,20200509,202005,9,江苏省
2236,653,0,0,-1,20200510,202005,10,江苏省
2237,653,0,0,0,20200511,202005,11,江苏省
2238,653,0,0,0,20200512,202005,12,江苏省
2239,653,0,0,0,20200513,202005,13,江苏省
2240,653,0,0,0,20200514,202005,14,江苏省
2241,653,0,0,0,20200515,202005,15,江苏省
2242,653,0,0,0,20200516,202005,16,江苏省
2243,653,0,0,0,20200517,202005,17,江苏省
2244,653,0,0,0,20200518,202005,18,江苏省
2245,653,0,0,0,20200519,202005,19,江苏省
2246,653,0,0,0,20200520,202005,20,江苏省
2247,653,0,0,0,20200521,202005,21,江苏省
2248,653,0,0,0,20200522,202005,22,江苏省
2249,653,0,0,0,20200523,202005,23,江苏省
2250,653,0,0,0,20200524,202005,24,江苏省
2251,653,0,0,0,20200525,202005,25,江苏省
2252,653,0,0,0,20200526,202005,26,江苏省
2253,653,0,0,0,20200527,202005,27,江苏省
2254,653,0,0,0,20200528,202005,28,江苏省
2255,653,0,0,0,20200529,202005,29,江苏省
2256,653,0,0,0,20200530,202005,30,江苏省
2257,653,0,0,0,20200531,202005,31,江苏省
2258,653,0,0,0,20200601,202006,1,江苏省
2259,653,0,0,0,20200602,202006,2,江苏省
2260,653,0,0,0,20200603,202006,3,江苏省
2261,653,0,0,0,20200604,202006,4,江苏省
2262,653,0,0,0,20200605,202006,5,江苏省
2263,653,0,0,0,20200606,202006,6,江苏省
2264,653,0,0,0,20200607,202006,7,江苏省
2265,653,0,0,0,20200608,202006,8,江苏省
2266,653,0,0,0,20200609,202006,9,江苏省
2267,653,0,0,0,20200610,202006,10,江苏省
2268,653,0,0,0,20200611,202006,11,江苏省
2269,653,0,0,0,20200612,202006,12,江苏省
2270,653,0,0,0,20200613,202006,13,江苏省
2271,653,0,0,0,20200614,202006,14,江苏省
2272,653,0,0,0,20200615,202006,15,江苏省
2273,653,0,0,0,20200616,202006,16,江苏省
2274,653,0,0,0,20200617,202006,17,江苏省
2275,653,0,0,0,20200618,202006,18,江苏省
2276,653,0,0,0,20200619,202006,19,江苏省
2277,653,0,0,0,20200620,202006,20,江苏省
2278,653,0,0,0,20200621,202006,21,江苏省
2279,654,1,1,1,20200622,202006,22,江苏省
2280,654,0,1,0,20200623,202006,23,江苏省
2281,654,0,1,0,20200624,202006,24,江苏省
2282,654,0,1,0,20200625,202006,25,江苏省
2283,654,0,1,0,20200626,202006,26,江苏省
2284,654,0,1,0,20200627,202006,27,江苏省
2285,654,0,1,0,20200628,202006,28,江苏省
2286,654,0,1,0,20200629,202006,29,江苏省
2287,654,0,0,-1,20200630,202006,30,江苏省
2288,654,0,1,1,20200701,202007,1,江苏省
2289,654,0,1,0,20200702,202007,2,江苏省
2290,2,2,2,2,20200121,202001,21,天津市
2291,4,2,4,2,20200122,202001,22,天津市
2292,5,1,5,1,20200123,202001,23,天津市
2293,8,3,8,3,20200124,202001,24,天津市
2294,10,2,10,2,20200125,202001,25,天津市
2295,14,4,14,4,20200126,202001,26,天津市
2296,23,9,23,9,20200127,202001,27,天津市
2297,24,1,24,1,20200128,202001,28,天津市
2298,27,3,27,3,20200129,202001,29,天津市
2299,31,4,31,4,20200130,202001,30,天津市
2300,32,1,32,1,20200131,202001,31,天津市
2301,41,9,41,9,20200201,202002,1,天津市
2302,48,7,47,6,20200202,202002,2,天津市
2303,60,12,59,12,20200203,202002,3,天津市
2304,67,7,65,6,20200204,202002,4,天津市
2305,78,11,75,10,20200205,202002,5,天津市
2306,79,1,76,1,20200206,202002,6,天津市
2307,81,2,78,2,20200207,202002,7,天津市
2308,88,7,83,5,20200208,202002,8,天津市
2309,91,3,86,3,20200209,202002,9,天津市
2310,95,4,89,3,20200210,202002,10,天津市
2311,106,11,94,5,20200211,202002,11,天津市
2312,112,6,99,5,20200212,202002,12,天津市
2313,119,7,95,-4,20200213,202002,13,天津市
2314,120,1,85,-10,20200214,202002,14,天津市
2315,122,2,82,-3,20200215,202002,15,天津市
2316,124,2,76,-6,20200216,202002,16,天津市
2317,125,1,76,0,20200217,202002,17,天津市
2318,128,3,77,1,20200218,202002,18,天津市
2319,130,2,73,-4,20200219,202002,19,天津市
2320,131,1,69,-4,20200220,202002,20,天津市
2321,133,2,68,-1,20200221,202002,21,天津市
2322,135,2,67,-1,20200222,202002,22,天津市
2323,135,0,51,-16,20200223,202002,23,天津市
2324,135,0,45,-6,20200224,202002,24,天津市
2325,135,0,41,-4,20200225,202002,25,天津市
2326,135,0,36,-5,20200226,202002,26,天津市
2327,136,1,31,-5,20200227,202002,27,天津市
2328,136,0,28,-3,20200228,202002,28,天津市
2329,136,0,24,-4,20200229,202002,29,天津市
2330,136,0,22,-2,20200301,202003,1,天津市
2331,136,0,15,-7,20200302,202003,2,天津市
2332,136,0,9,-6,20200303,202003,3,天津市
2333,136,0,5,-4,20200304,202003,4,天津市
2334,136,0,5,0,20200305,202003,5,天津市
2335,136,0,5,0,20200306,202003,6,天津市
2336,136,0,5,0,20200307,202003,7,天津市
2337,136,0,4,-1,20200308,202003,8,天津市
2338,136,0,3,-1,20200309,202003,9,天津市
2339,136,0,2,-1,20200310,202003,10,天津市
2340,136,0,1,-1,20200311,202003,11,天津市
2341,136,0,1,0,20200312,202003,12,天津市
2342,136,0,1,0,20200313,202003,13,天津市
2343,136,0,1,0,20200314,202003,14,天津市
2344,136,0,0,-1,20200315,202003,15,天津市
2345,136,0,0,0,20200316,202003,16,天津市
2346,136,0,0,0,20200317,202003,17,天津市
2347,136,0,0,0,20200318,202003,18,天津市
2348,137,1,1,1,20200319,202003,19,天津市
2349,137,0,1,0,20200320,202003,20,天津市
2350,137,0,1,0,20200321,202003,21,天津市
2351,137,0,1,0,20200322,202003,22,天津市
2352,141,4,5,4,20200323,202003,23,天津市
2353,145,4,9,4,20200324,202003,24,天津市
2354,147,2,11,2,20200325,202003,25,天津市
2355,152,5,16,5,20200326,202003,26,天津市
2356,156,4,20,4,20200327,202003,27,天津市
2357,163,7,27,7,20200328,202003,28,天津市
2358,166,3,30,3,20200329,202003,29,天津市
2359,174,8,38,8,20200330,202003,30,天津市
2360,174,0,36,-2,20200331,202003,31,天津市
2361,176,2,38,2,20200401,202004,1,天津市
2362,177,1,34,-4,20200402,202004,2,天津市
2363,180,3,37,3,20200403,202004,3,天津市
2364,180,0,33,-4,20200404,202004,4,天津市
2365,180,0,33,0,20200405,202004,5,天津市
2366,180,0,26,-7,20200406,202004,6,天津市
2367,180,0,25,-1,20200407,202004,7,天津市
2368,181,1,26,1,20200408,202004,8,天津市
2369,182,1,25,-1,20200409,202004,9,天津市
2370,183,1,22,-3,20200410,202004,10,天津市
2371,183,0,19,-3,20200411,202004,11,天津市
2372,184,1,20,1,20200412,202004,12,天津市
2373,184,0,17,-3,20200413,202004,13,天津市
2374,185,1,14,-3,20200414,202004,14,天津市
2375,185,0,11,-3,20200415,202004,15,天津市
2376,186,1,11,0,20200416,202004,16,天津市
2377,189,3,13,2,20200417,202004,17,天津市
2378,189,0,13,0,20200418,202004,18,天津市
2379,189,0,12,-1,20200419,202004,19,天津市
2380,189,0,12,0,20200420,202004,20,天津市
2381,189,0,10,-2,20200421,202004,21,天津市
2382,189,0,8,-2,20200422,202004,22,天津市
2383,189,0,7,-1,20200423,202004,23,天津市
2384,190,1,6,-1,20200424,202004,24,天津市
2385,190,0,5,-1,20200425,202004,25,天津市
2386,190,0,5,0,20200426,202004,26,天津市
2387,190,0,5,0,20200427,202004,27,天津市
2388,190,0,4,-1,20200428,202004,28,天津市
2389,190,0,4,0,20200429,202004,29,天津市
2390,190,0,3,-1,20200430,202004,30,天津市
2391,190,0,2,-1,20200501,202005,1,天津市
2392,190,0,1,-1,20200502,202005,2,天津市
2393,190,0,1,0,20200503,202005,3,天津市
2394,190,0,1,0,20200504,202005,4,天津市
2395,190,0,1,0,20200505,202005,5,天津市
2396,190,0,1,0,20200506,202005,6,天津市
2397,190,0,1,0,20200507,202005,7,天津市
2398,191,1,2,1,20200508,202005,8,天津市
2399,191,0,2,0,20200509,202005,9,天津市
2400,191,0,2,0,20200510,202005,10,天津市
2401,191,0,2,0,20200511,202005,11,天津市
2402,191,0,2,0,20200512,202005,12,天津市
2403,191,0,1,-1,20200513,202005,13,天津市
2404,191,0,1,0,20200514,202005,14,天津市
2405,191,0,1,0,20200515,202005,15,天津市
2406,192,1,2,1,20200516,202005,16,天津市
2407,192,0,2,0,20200517,202005,17,天津市
2408,192,0,2,0,20200518,202005,18,天津市
2409,192,0,2,0,20200519,202005,19,天津市
2410,192,0,2,0,20200520,202005,20,天津市
2411,192,0,2,0,20200521,202005,21,天津市
2412,192,0,2,0,20200522,202005,22,天津市
2413,192,0,2,0,20200523,202005,23,天津市
2414,192,0,1,-1,20200524,202005,24,天津市
2415,192,0,1,0,20200525,202005,25,天津市
2416,192,0,1,0,20200526,202005,26,天津市
2417,192,0,1,0,20200527,202005,27,天津市
2418,192,0,1,0,20200528,202005,28,天津市
2419,192,0,1,0,20200529,202005,29,天津市
2420,192,0,1,0,20200530,202005,30,天津市
2421,192,0,1,0,20200531,202005,31,天津市
2422,192,0,1,0,20200601,202006,1,天津市
2423,192,0,1,0,20200602,202006,2,天津市
2424,192,0,1,0,20200603,202006,3,天津市
2425,192,0,0,-1,20200604,202006,4,天津市
2426,192,0,0,0,20200605,202006,5,天津市
2427,193,1,1,1,20200606,202006,6,天津市
2428,193,0,1,0,20200607,202006,7,天津市
2429,193,0,1,0,20200608,202006,8,天津市
2430,194,1,2,1,20200609,202006,9,天津市
2431,195,1,3,1,20200610,202006,10,天津市
2432,195,0,3,0,20200611,202006,11,天津市
2433,196,1,4,1,20200612,202006,12,天津市
2434,196,0,4,0,20200613,202006,13,天津市
2435,196,0,4,0,20200614,202006,14,天津市
2436,196,0,4,0,20200615,202006,15,天津市
2437,196,0,4,0,20200616,202006,16,天津市
2438,197,1,3,-1,20200617,202006,17,天津市
2439,197,0,3,0,20200618,202006,18,天津市
2440,197,0,3,0,20200619,202006,19,天津市
2441,197,0,3,0,20200620,202006,20,天津市
2442,197,0,3,0,20200621,202006,21,天津市
2443,198,1,3,0,20200622,202006,22,天津市
2444,198,0,3,0,20200623,202006,23,天津市
2445,198,0,3,0,20200624,202006,24,天津市
2446,198,0,2,-1,20200625,202006,25,天津市
2447,198,0,2,0,20200626,202006,26,天津市
2448,198,0,2,0,20200627,202006,27,天津市
2449,198,0,1,-1,20200628,202006,28,天津市
2450,198,0,1,0,20200629,202006,29,天津市
